Date,Price
2020-03-12 03-PM,141.1
2020-03-12 02-PM,139.66
2020-03-12 01-PM,135.03
2020-03-12 12-PM,136.99
2020-03-12 11-AM,136.59
2020-03-12 10-AM,132.91
2020-03-12 09-AM,167.97
2020-03-12 08-AM,169.54
2020-03-12 07-AM,171.61
2020-03-12 06-AM,173.8
2020-03-12 05-AM,181.75
2020-03-12 04-AM,181.71
2020-03-12 03-AM,183.08
2020-03-12 02-AM,184.1
2020-03-12 01-AM,185.03
2020-03-12 12-AM,193.31
2020-03-11 11-PM,194.61
2020-03-11 10-PM,194.24
2020-03-11 09-PM,189.42
2020-03-11 08-PM,192.8
2020-03-11 07-PM,189.94
2020-03-11 06-PM,189.79
2020-03-11 05-PM,184.27
2020-03-11 04-PM,192.05
2020-03-11 03-PM,191.86
2020-03-11 02-PM,193.86
2020-03-11 01-PM,196.69
2020-03-11 12-PM,196.48
2020-03-11 11-AM,196.46
2020-03-11 10-AM,196.97
2020-03-11 09-AM,197.22
2020-03-11 08-AM,198.2
2020-03-11 07-AM,199.03
2020-03-11 06-AM,198.28
2020-03-11 05-AM,199.32
2020-03-11 04-AM,200.68
2020-03-11 03-AM,201.79
2020-03-11 02-AM,200.71
2020-03-11 01-AM,202.25
2020-03-11 12-AM,202.2
2020-03-10 11-PM,200.7
2020-03-10 10-PM,203.22
2020-03-10 09-PM,202.57
2020-03-10 08-PM,203
2020-03-10 07-PM,202.1
2020-03-10 06-PM,199.26
2020-03-10 05-PM,201.23
2020-03-10 04-PM,199.26
2020-03-10 03-PM,196.64
2020-03-10 02-PM,203.26
2020-03-10 01-PM,202.63
2020-03-10 12-PM,205.44
2020-03-10 11-AM,203.09
2020-03-10 10-AM,203.52
2020-03-10 09-AM,198.32
2020-03-10 08-AM,199
2020-03-10 07-AM,198.99
2020-03-10 06-AM,200.37
2020-03-10 05-AM,202.78
2020-03-10 04-AM,203.2
2020-03-10 03-AM,202.46
2020-03-10 02-AM,200.62
2020-03-10 01-AM,201.38
2020-03-10 12-AM,203.38
2020-03-09 11-PM,202.81
2020-03-09 10-PM,198.99
2020-03-09 09-PM,196.14
2020-03-09 08-PM,198.35
2020-03-09 07-PM,197.63
2020-03-09 06-PM,194.3
2020-03-09 05-PM,193.63
2020-03-09 04-PM,195.95
2020-03-09 03-PM,194.5
2020-03-09 02-PM,197.87
2020-03-09 01-PM,202.65
2020-03-09 12-PM,204.63
2020-03-09 11-AM,201.04
2020-03-09 10-AM,203.49
2020-03-09 09-AM,203.43
2020-03-09 08-AM,207.58
2020-03-09 07-AM,205.76
2020-03-09 06-AM,204.9
2020-03-09 05-AM,205.12
2020-03-09 04-AM,200.51
2020-03-09 03-AM,201.42
2020-03-09 02-AM,200.38
2020-03-09 01-AM,204.49
2020-03-09 12-AM,203.14
2020-03-08 11-PM,199.43
2020-03-08 10-PM,203.78
2020-03-08 09-PM,209.81
2020-03-08 08-PM,209.6
2020-03-08 07-PM,212.94
2020-03-08 06-PM,214.34
2020-03-08 05-PM,215.42
2020-03-08 04-PM,212.69
2020-03-08 03-PM,216.73
2020-03-08 02-PM,220.32
2020-03-08 01-PM,224.8
2020-03-08 12-PM,225.86
2020-03-08 11-AM,231.54
2020-03-08 10-AM,231.65
2020-03-08 09-AM,229.62
2020-03-08 08-AM,229.17
2020-03-08 07-AM,229.87
2020-03-08 06-AM,229.08
2020-03-08 05-AM,229.6
2020-03-08 04-AM,230.95
2020-03-08 03-AM,231.62
2020-03-08 02-AM,229.98
2020-03-08 01-AM,232.69
2020-03-08 12-AM,234.09
2020-03-07 11-PM,237.23
2020-03-07 10-PM,240.17
2020-03-07 09-PM,238.17
2020-03-07 08-PM,237.76
2020-03-07 07-PM,238.59
2020-03-07 06-PM,238.75
2020-03-07 05-PM,238.99
2020-03-07 04-PM,245.11
2020-03-07 03-PM,246.83
