Date,Price
2017-09-11 03-PM,4256.02
2017-09-11 04-AM,4312.05
2017-09-11 04-PM,4251.29
2017-09-11 05-AM,4169.02
2017-09-11 05-PM,4251.03
2017-09-11 06-AM,4162.01
2017-09-11 06-PM,4200
2017-09-11 07-AM,4165
2017-09-11 07-PM,4202.68
2017-09-11 08-AM,4178.73
2017-09-11 08-PM,4182.27
2017-09-11 09-AM,4166.62
2017-09-11 09-PM,4164.52
2017-09-11 10-AM,4159.7
2017-09-11 10-PM,4171.51
2017-09-11 11-AM,4176.24
2017-09-11 11-PM,4211.07
2017-09-11 12-AM,4130.37
2017-09-11 12-PM,4191.53
2017-09-12 01-AM,4241.8
2017-09-12 01-PM,4314.81
2017-09-12 02-AM,4236.97
2017-09-12 02-PM,4259.44
2017-09-12 03-AM,4269.13
2017-09-12 03-PM,4273.01
2017-09-12 04-AM,4294.25
2017-09-12 04-PM,4258.72
2017-09-12 05-AM,4296.18
2017-09-12 05-PM,4279.99
2017-09-12 06-AM,4325
2017-09-12 06-PM,4201
2017-09-12 07-AM,4366
2017-09-12 07-PM,4094.25
2017-09-12 08-AM,4361
2017-09-12 08-PM,4165.5
2017-09-12 09-AM,4293.15
2017-09-12 09-PM,4150.12
2017-09-12 10-AM,4322.36
2017-09-12 10-PM,4186.22
2017-09-12 11-AM,4330
2017-09-12 11-PM,4178.52
2017-09-12 12-AM,4208.47
2017-09-12 12-PM,4340.1
2017-09-13 01-AM,4128.97
2017-09-13 01-PM,3904.99
2017-09-13 02-AM,4094.18
2017-09-13 02-PM,3880
2017-09-13 03-AM,4023
2017-09-13 03-PM,3791.66
2017-09-13 04-AM,3936.84
2017-09-13 04-PM,3795
2017-09-13 05-AM,3944.93
2017-09-13 05-PM,3944
2017-09-13 06-AM,3939.9
2017-09-13 06-PM,3950
2017-09-13 07-AM,3949.82
2017-09-13 07-PM,3901
2017-09-13 08-AM,3933.76
2017-09-13 08-PM,3879.81
2017-09-13 09-AM,3938.24
2017-09-13 09-PM,3890.93
2017-09-13 10-AM,3965.91
2017-09-13 10-PM,3848.65
2017-09-13 11-AM,3820.02
2017-09-13 11-PM,3945.01
2017-09-13 12-AM,4163.72
2017-09-13 12-PM,3832
2017-09-14 01-AM,3903.5
2017-09-14 01-PM,3489.99
2017-09-14 02-AM,3930
2017-09-14 02-PM,3534.99
2017-09-14 03-AM,3850.25
2017-09-14 03-PM,3596.89
2017-09-14 04-AM,3806
2017-09-14 04-PM,3518
2017-09-14 05-AM,3840
2017-09-14 05-PM,3460
2017-09-14 06-AM,3856
2017-09-14 06-PM,3325.27
2017-09-14 07-AM,3807.28
2017-09-14 07-PM,3442.28
2017-09-14 08-AM,3869.99
2017-09-14 08-PM,3370
2017-09-14 09-AM,3810.01
2017-09-14 09-PM,3386.01
2017-09-14 10-AM,3761.01
2017-09-14 10-PM,3285
2017-09-14 11-AM,3671.14
2017-09-14 11-PM,3329
2017-09-14 12-AM,3944.69
2017-09-14 12-PM,3481.02
2017-09-15 01-AM,3318.99
2017-09-15 01-PM,3330
2017-09-15 02-AM,3407
2017-09-15 02-PM,3360.02
2017-09-15 03-AM,3390
2017-09-15 03-PM,3780
2017-09-15 04-AM,3370
2017-09-15 04-PM,3830
2017-09-15 05-AM,3309.81
2017-09-15 05-PM,3565.01
2017-09-15 06-AM,3300
2017-09-15 06-PM,3548
2017-09-15 07-AM,3100
2017-09-15 07-PM,3560.09
2017-09-15 08-AM,3148
2017-09-15 08-PM,3702.66
2017-09-15 09-AM,3110
2017-09-15 09-PM,3710
2017-09-15 10-AM,2950.5
2017-09-15 10-PM,3790
2017-09-15 11-AM,2950
2017-09-15 11-PM,3750
2017-09-15 12-AM,3189.02
2017-09-15 12-PM,2919
2017-09-16 01-AM,3735
2017-09-16 01-PM,3630
2017-09-16 02-AM,3830
2017-09-16 02-PM,3674.98
2017-09-16 03-AM,3818.98
2017-09-16 03-PM,3630
2017-09-16 04-AM,3770
2017-09-16 04-PM,3567.11
2017-09-16 05-AM,3830
2017-09-16 05-PM,3650
2017-09-16 06-AM,3816.01
2017-09-16 06-PM,3617.01
2017-09-16 07-AM,3792
2017-09-16 07-PM,3681
2017-09-16 08-AM,3847.9
2017-09-16 08-PM,3664
2017-09-16 09-AM,3839.75
2017-09-16 09-PM,3662.13
2017-09-16 10-AM,3753.08
2017-09-16 10-PM,3675
2017-09-16 11-AM,3480
2017-09-16 11-PM,3710
2017-09-16 12-AM,3700
2017-09-16 12-PM,3630.06
2017-09-17 01-AM,3670
2017-09-17 01-PM,3538.31
2017-09-17 02-AM,3602
2017-09-17 02-PM,3638
2017-09-17 03-AM,3640.02
2017-09-17 03-PM,3648.86
2017-09-17 04-AM,3580
2017-09-17 04-PM,3637.33
2017-09-17 05-AM,3560.01
2017-09-17 05-PM,3700
2017-09-17 06-AM,3557.75
